StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q36,Q36_11_TEXT,Q41,Q38,Q35_First Click,Q35_Last Click,Q35_Page Submit,Q35_Click Count,Q17,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,Q36,Q16_1,Q43_1,Q42_1,Q41_1,Q17_1,Q18_1,Q19_1,Q20_1,Q26_1,Q27_1,Q28_1,Q29_1,Q30_1,Q31_1,Q32_1,Q33_1,Q22_1,Q23_1,Q24_1,Q25_1,Q19_1,Q20,Q_DataPolicyViolations
2025-10-30 13:43:00,2025-10-30 14:30:21,IP Address,70.125.236.3,100,2840,True,2025-10-30 14:30:21,R_5CWkcLZMIWCE0Va,,,,,30.2887,-97.7398,anonymous,EN,Female,29-44,"Student (e.g., college or graduate student)",,Master’s degree,Every day,11.039,27.88,28.588,2,Yes,,,,,Skin Care,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neutral,Somewhat Unfavorable,Somewhat Dislike,Somewhat Negative,Moderately familiar,No,
2025-10-30 14:44:26,2025-10-30 14:50:56,IP Address,128.62.174.84,100,390,True,2025-10-30 14:50:57,R_6hGe8fBgGpyJAqu,,,,,30.2887,-97.7398,anonymous,EN,Female,18-28,"Student (e.g., college or graduate student)",,Bachelor’s degree,Every day,0,0,25.627,0,Yes,,,,,Skin Care,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat Bad,Somewhat Unfavorable,Somewhat Dislike,Somewhat Negative,Moderately familiar,No,
2025-10-30 16:38:15,2025-10-30 16:42:48,IP Address,174.138.66.1,100,273,True,2025-10-30 16:42:49,R_7zYmN9tFRNEjq55,,,,,40.8364,-74.1403,anonymous,EN,Female,18-28,"Student (e.g., college or graduate student)",,Some high school,Every day,,,,,,9.299,22.513,22.927,3,Skin Care,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat Good,Somewhat favorable,Somewhat Like,Somewhat Positive,Not familiar at all,No,
2025-10-30 17:54:46,2025-10-30 17:58:53,IP Address,223.140.217.105,100,246,True,2025-10-30 17:58:53,R_4g6dsKKEXsIRjsG,,,,,25.053,121.5259,anonymous,EN,Male,29-44,"Business (e.g., marketing, finance, management)",,Master’s degree,Every day,,,,,,14.645,25.42,26.002,3,Skin Care,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Good,Somewhat favorable,Neutral,Neutral,Moderately familiar,No,
2025-10-30 18:28:51,2025-10-30 18:37:53,IP Address,223.143.8.231,100,541,True,2025-10-30 18:37:53,R_4GvOLJ126NTairj,,,,,25.053,121.5259,anonymous,EN,Female,18-28,"Technology (e.g., software developer, IT support)",,Bachelor’s degree,Every day,49.033,49.892,51.488,2,Yes,,,,,Skin Care,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neutral,Neutral,Neutral,Somewhat Positive,Slightly familar,No,
2025-10-30 14:52:18,2025-10-30 18:41:00,IP Address,104.185.181.16,100,13721,True,2025-10-30 18:41:00,R_3obTr6xIgT68D8t,,,,,30.2949,-97.7088,anonymous,EN,Female,29-44,"Student (e.g., college or graduate student)",,Bachelor’s degree,Every day,,,,,,0,0,46.379999999999995,0,Skin Care,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat Bad,Somewhat Unfavorable,Somewhat Dislike,Neutral,Not familiar at all,No,
2025-10-30 18:38:38,2025-10-30 18:42:14,IP Address,111.253.129.49,100,216,True,2025-10-30 18:42:15,R_4uxX5tqLwj1zqW5,,,,,24.144,120.6844,anonymous,EN,Female,18-28,"Business (e.g., marketing, finance, management)",,Bachelor’s degree,Every day,,,,,,0,0,23.845,0,Skin Care,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neutral,Neutral,Neutral,Neutral,Slightly familar,No,
2025-10-30 18:42:59,2025-10-30 18:47:39,IP Address,1.238.225.198,100,280,True,2025-10-30 18:47:40,R_9PuBgexiHcwFWXP,,,,,37.5247,126.9133,anonymous,EN,Female,18-28,"Business (e.g., marketing, finance, management)",,Master’s degree,Every day,7.583,7.583,34.838,1,Yes,,,,,Skin Care,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat Bad,Somewhat Unfavorable,Neutral,Somewhat Negative,Slightly familar,No,
2025-10-30 20:59:48,2025-10-30 21:05:52,IP Address,70.125.236.3,100,363,True,2025-10-30 21:05:52,R_7EdebM23oKDBB4A,,,,,30.2887,-97.7398,anonymous,EN,Male,29-44,"Technology (e.g., software developer, IT support)",,Master’s degree,Every day,7.038,61.223,64.54,6,Yes,,,,,Skin Care,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neutral,Somewhat Unfavorable,Somewhat Dislike,Somewhat Negative,Moderately familiar,No,
2025-10-30 17:49:54,2025-10-30 22:28:12,IP Address,72.182.37.230,100,16697,True,2025-10-30 22:28:12,R_3aLvWRMPmyiPZWB,,,,,30.3471,-97.7649,anonymous,EN,Female,18-28,"Student (e.g., college or graduate student)",,Bachelor’s degree,Every day,3.917,176.546,177.846,11,Yes,,,,,Skin Care,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat Bad,Somewhat Unfavorable,Neutral,Somewhat Negative,Slightly familar,No,
2025-10-31 09:03:59,2025-10-31 09:09:39,IP Address,211.75.103.53,100,340,True,2025-10-31 09:09:39,R_4jqrpmurovINWIC,,,,,25.053,121.5259,anonymous,EN,Female,18-28,"Business (e.g., marketing, finance, management)",,Bachelor’s degree,Every day,,,,,,25.439,25.439,29.471,1,Skin Care,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neutral,Neutral,Neutral,Neutral,Slightly familar,Yes,
2025-10-31 12:20:47,2025-10-31 12:24:55,IP Address,150.220.21.82,100,248,True,2025-10-31 12:24:56,R_8CKjvhvjoga5x5m,,,,,30.2971,-97.8181,anonymous,EN,Female,18-28,"Healthcare (e.g., nurse, doctor, medical assistant)O",,Master’s degree,Every day,3.942,31.854,32.609,8,Yes,,,,,Skin Care,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat Bad,Somewhat Unfavorable,Somewhat Dislike,Somewhat Negative,Slightly familar,No,
2025-10-31 15:03:22,2025-10-31 15:06:13,IP Address,35.146.20.15,100,170,True,2025-10-31 15:06:13,R_31vWhJc1pPv0mna,,,,,30.2881,-97.764,anonymous,EN,Male,18-28,"Student (e.g., college or graduate student)",,Master’s degree,Several times a week,,,,,,5.735,10.702,22.357,2,Skin Care,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Bad,Unfavourable,Dislike,Negative,Moderately familiar,No,
2025-11-01 14:33:36,2025-11-01 14:40:00,IP Address,172.56.88.116,100,384,True,2025-11-01 14:40:00,R_3jxCrFbNNeij6TV,,,,,29.4553,-98.5677,anonymous,EN,Male,18-28,"Student (e.g., college or graduate student)",,Bachelor’s degree,Every day,,,,,,7.383,7.383,32.675,1,Skin Care,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neutral,Somewhat favorable,Neutral,Neutral,Moderately familiar,No,
2025-11-01 18:29:57,2025-11-01 18:34:24,IP Address,172.56.24.232,100,266,True,2025-11-01 18:34:24,R_1LbYgKFWGtFXN69,,,,,29.8617,-95.3399,anonymous,EN,Female,18-28,"Technology (e.g., software developer, IT support)",,Master’s degree,Every day,14.264,30.49,31.116,3,Yes,,,,,Skin Care,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat Good,Neutral,Neutral,Neutral,Not familiar at all,No,
2025-11-01 21:49:12,2025-11-01 22:18:23,IP Address,68.252.238.152,100,1751,True,2025-11-01 22:18:24,R_6LUw3Hdpcy93Vg2,,,,,30.3471,-97.7649,anonymous,EN,Female,29-44,"Business (e.g., marketing, finance, management)",,Bachelor’s degree,Every day,30.453,30.453,31.05,1,Yes,,,,,Skin Care,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat Good,Somewhat favorable,Somewhat Like,Somewhat Positive,Extremely familiar,Yes,
2025-11-02 10:58:54,2025-11-02 11:05:15,IP Address,107.127.0.112,100,381,True,2025-11-02 11:05:15,R_5imWXkI4GviVik3,,,,,32.7797,-96.8022,anonymous,EN,Female,18-28,"Technology (e.g., software developer, IT support)",,Bachelor’s degree,Every day,,,,,,6.005,6.005,28.359,1,Skin Care,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neutral,Neutral,Neutral,Neutral,Very familiar,Yes,
2025-11-02 11:06:42,2025-11-02 13:23:45,IP Address,67.48.63.211,100,8223,True,2025-11-02 13:23:46,R_3ueBYk71VUqbspb,,,,,32.7797,-96.8022,anonymous,EN,Female,18-28,"Technology (e.g., software developer, IT support)",,Master’s degree,Every day,,,,,,27.552,27.552,28.701,1,Skin Care,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neutral,Neutral,Neutral,Neutral,Not familiar at all,Yes,
2025-11-02 13:31:12,2025-11-02 13:34:22,IP Address,209.166.123.101,100,189,True,2025-11-02 13:34:22,R_3di5rfiCV44aIgR,,,,,30.2887,-97.7398,anonymous,EN,Female,18-28,"Student (e.g., college or graduate student)",,Master’s degree,Every day,0,0,27.507,0,Yes,,,,,Skin Care,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Bad,Unfavourable,Dislike,Negative,Not familiar at all,No,
2025-11-02 18:27:27,2025-11-02 18:34:36,IP Address,101.10.77.86,100,429,True,2025-11-02 18:34:37,R_4p4iLvxXBfbQB9D,,,,,25.053,121.5259,anonymous,EN,Male,18-28,"Technology (e.g., software developer, IT support)",,Bachelor’s degree,About once a week,,,,,,35.761,35.761,36.424,1,Skin Care,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neutral,Somewhat favorable,Somewhat Like,Neutral,Moderately familiar,No,
2025-11-02 19:47:38,2025-11-02 19:51:35,IP Address,107.141.29.19,100,237,True,2025-11-02 19:51:36,R_31MbX650bYXYtIw,,,,,32.926,-96.9666,anonymous,EN,Female,29-44,"Business (e.g., marketing, finance, management)",,Master’s degree,Every day,4.919,30.579,31.375,8,Yes,,,,,Skin Care,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Bad,Unfavourable,Somewhat Dislike,Neutral,Slightly familar,No,
2025-11-02 20:03:30,2025-11-02 20:12:24,IP Address,71.112.202.176,100,534,True,2025-11-02 20:12:25,R_1w8hoW0IyFeZP5T,,,,,40.473,-79.9537,anonymous,EN,Female,29-44,"Healthcare (e.g., nurse, doctor, medical assistant)O",,"Doctoral or professional degree (Ph.D., M.D., J.D., etc.)",Every day,,,,,,124.099,124.099,142.2,1,Skin Care,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neutral,Neutral,Neutral,Neutral,Moderately familiar,Yes,
2025-11-02 19:17:24,2025-11-02 20:43:06,IP Address,101.12.214.223,100,5142,True,2025-11-02 20:43:07,R_9qb85Fppp5EYHxk,,,,,25.053,121.5259,anonymous,EN,Male,29-44,"Technology (e.g., software developer, IT support)",,Master’s degree,Every day,66.128,66.128,67.149,1,Yes,,,,,Skin Care,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neutral,Neutral,Neutral,Neutral,Moderately familiar,Yes,
2025-11-02 22:18:17,2025-11-02 22:21:58,IP Address,67.48.63.218,100,221,True,2025-11-02 22:21:59,R_1UXIe5twUk1aFIj,,,,,30.3383,-97.6681,anonymous,EN,Female,18-28,"Business (e.g., marketing, finance, management)",,Master’s degree,Every day,,,,,,3.893,27.227,29.006,3,Skin Care,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neutral,Neutral,Somewhat Dislike,Somewhat Negative,Not familiar at all,No,
2025-11-03 05:20:39,2025-11-03 05:24:03,IP Address,114.136.217.43,100,203,True,2025-11-03 05:24:04,R_4j9Rt92y508gil9,,,,,25.053,121.5259,anonymous,EN,Female,29-44,"Business (e.g., marketing, finance, management)",,Bachelor’s degree,Every day,,,,,,5.966,5.966,32.598,1,Skin Care,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat Good,Somewhat favorable,Neutral,Somewhat Positive,Not familiar at all,No,
2025-11-03 06:20:07,2025-11-03 06:26:48,IP Address,1.172.63.209,100,401,True,2025-11-03 06:26:49,R_4LFN3VQkCp0K5xW,,,,,22.9917,120.2148,anonymous,EN,Female,18-28,"Technology (e.g., software developer, IT support)",,Some college,Every day,0,0,34.6,0,Yes,,,,,Skin Care,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neutral,Somewhat Unfavorable,Neutral,Somewhat Negative,Slightly familar,No,
2025-11-03 08:36:23,2025-11-03 08:43:45,IP Address,123.205.131.9,100,442,True,2025-11-03 08:43:45,R_4rGHdxHJOjV6CTg,,,,,22.6148,120.3139,anonymous,EN,Female,18-28,"Student (e.g., college or graduate student)",,Bachelor’s degree,Every day,2.665,23.065,26.195,10,Yes,,,,,Skin Care,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neutral,Neutral,Neutral,Neutral,Not familiar at all,No,
2025-11-03 10:05:45,2025-11-03 10:14:58,IP Address,35.146.26.136,100,553,True,2025-11-03 10:14:59,R_5QW2bYGnLjFyxh0,,,,,30.1826,-97.7394,anonymous,EN,Female,18-28,"Student (e.g., college or graduate student)",,Bachelor’s degree,Every day,,,,,,0,0,71.447,0,Skin Care,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat Bad,Neutral,Neutral,Neutral,Slightly familar,No,
2025-11-03 13:22:14,2025-11-03 13:25:29,IP Address,172.58.165.243,100,194,True,2025-11-03 13:25:29,R_67ED2im0qCQOEEp,,,,,41.8835,-87.6305,anonymous,EN,Female,18-28,"Student (e.g., college or graduate student)",,Bachelor’s degree,Every day,1.998,23.241,23.847,5,Yes,,,,,Skin Care,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat Bad,Unfavourable,Dislike,Somewhat Negative,Slightly familar,No,
2025-11-03 15:48:16,2025-11-03 15:52:02,IP Address,145.79.196.4,100,226,True,2025-11-03 15:52:02,R_6MFBMxNZOrlfkIx,,,,,42.3574,-71.0618,anonymous,EN,Male,18-28,"Business (e.g., marketing, finance, management)",,Master’s degree,Every day,,,,,,5.73,28.294,29.426,7,Skin Care,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neutral,Neutral,Neutral,Neutral,Moderately familiar,No,
2025-11-03 17:25:02,2025-11-03 17:33:43,IP Address,172.226.81.151,100,520,True,2025-11-03 17:33:43,R_72VeaD2pFyDrvci,,,,,37.6901,-97.3404,anonymous,EN,Female,29-44,Others (please specify below): _________,Stay at home mom,Bachelor’s degree,Every day,,,,,,31.373,31.373,32.384,1,Skin Care,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Bad,Somewhat Unfavorable,Dislike,Negative,Very familiar,Yes,
2025-11-03 18:27:43,2025-11-03 18:38:03,IP Address,136.62.168.148,100,619,True,2025-11-03 18:38:04,R_6GkW3Q6RUz2iYAl,,,,,30.2424,-97.767,anonymous,EN,Male,29-44,"Technology (e.g., software developer, IT support)",,Master’s degree,Every day,6.644,38.238,42.229,4,Yes,,,,,Skin Care,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat Bad,Somewhat Unfavorable,Somewhat Dislike,Somewhat Negative,Slightly familar,No,
2025-11-03 19:04:49,2025-11-03 19:08:23,IP Address,136.49.217.250,100,214,True,2025-11-03 19:08:24,R_1TT8wZf1OhJmt7C,,,,,30.1746,-97.8203,anonymous,EN,Male,29-44,"Business (e.g., marketing, finance, management)",,Some college,Every day,9.272,20.251,20.83,3,Yes,,,,,Skin Care,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Moderately familiar,No,
2025-11-03 19:51:06,2025-11-03 19:54:46,IP Address,35.146.19.164,100,219,True,2025-11-03 19:54:46,R_6TRlqI1NwS8Mfy4,,,,,30.2887,-97.7398,anonymous,EN,Female,18-28,"Student (e.g., college or graduate student)",,Bachelor’s degree,Every day,,,,,,0,0,22.722,0,Skin Care,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neutral,Somewhat favorable,Like,Positive,Extremely familiar,Yes,
2025-11-04 12:02:35,2025-11-04 12:05:05,IP Address,136.49.104.202,100,149,True,2025-11-04 12:05:05,R_3DGOwvL4Co65wiA,,,,,30.2424,-97.767,anonymous,EN,Male,29-44,"Business (e.g., marketing, finance, management)",,Some college,Every day,0,0,23.351,0,Yes,,,,,Skin Care,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Bad,Unfavourable,Dislike,Negative,Slightly familar,No,
2025-10-30 08:54:24,2025-10-30 10:03:17,IP Address,128.62.160.43,61,4133,False,2025-11-06 09:05:25,R_3Rf845eaBt6s4aA,,,,,30.2887,-97.7398,anonymous,EN,Female,18-28,"Student (e.g., college or graduate student)",,Master’s degree,Every day,,,,,,0,0,21.595,0,Skin Care,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,,,,,,,,,,,,
2025-10-30 12:04:50,2025-10-30 12:05:34,IP Address,128.62.19.82,24,43,False,2025-11-06 11:05:47,R_5dRYa4pLmrxmiOO,,,,,30.2887,-97.7398,anonymous,EN,Female,29-44,"Technology (e.g., software developer, IT support)",,Master’s degree,Every day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-30 13:34:11,2025-10-30 13:34:25,IP Address,128.62.72.192,8,13,False,2025-11-06 12:34:28,R_51dyoc089H0RTKJ,,,,,30.2887,-97.7398,anonymous,EN,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-30 13:49:48,2025-10-30 14:00:40,IP Address,70.125.236.3,84,651,False,2025-11-06 13:02:32,R_6rIY52cfdzIgZPc,,,,,30.2887,-97.7398,anonymous,EN,Male,29-44,"Student (e.g., college or graduate student)",,Master’s degree,Every day,,,,,,2.325,56.638,57.014,9,Skin Care,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neutral,Neutral,,,,,
2025-10-30 14:32:02,2025-10-30 14:33:41,IP Address,128.62.42.56,37,98,False,2025-11-06 13:33:45,R_7OCvOAV81M0QxDG,,,,,30.2887,-97.7398,anonymous,EN,Male,18-28,Unemployed (currently not working),,Bachelor’s degree,Every day,28.114,28.805,29.297,3,Yes,,,,,Skin Care,,,,,,,,,,,,,,,,,,,,,,,
2025-10-30 14:37:10,2025-10-30 14:38:02,IP Address,128.62.111.10,26,51,False,2025-11-06 13:38:07,R_1kGrHYsrWVgHEDl,,,,,30.2887,-97.7398,anonymous,EN,Female,29-44,"Student (e.g., college or graduate student)",,Bachelor’s degree,Every day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-30 15:39:18,2025-10-30 15:39:36,IP Address,128.62.50.156,11,17,False,2025-11-06 14:39:44,R_6mMxCESoHAuuvVn,,,,,30.2887,-97.7398,anonymous,EN,Female,29-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
